,Unnamed: 0,article,simpSent,StandSent,typeOfMatch,standSent,predicted
1197,1318,Anthony_Wagner,The first volume appeared in 1992 .,,0,"Even though he was blind when he was older , he still served at the College of Arms until he died in 1995 .",
1198,1319,Anthony_Wagner,"It is fair to say that through his life genealogy occupied the foremost place in Wagner 's affections , but his earliest publications made highly important contributions to the study of heraldry .",,0,"Sir Anthony Richard Wagner ( 6 September , 1908-5 May 1995 ) was an officer of arms from England .",
1199,1320,Anthony_Wagner,"It is fair to say that through his life genealogy occupied the foremost place in Wagner 's affections , but his earliest publications made highly important contributions to the study of heraldry .",,1,Wagner wrote many books about heraldry .,
1200,1321,Anthony_Wagner,"It is fair to say that through his life genealogy occupied the foremost place in Wagner 's affections , but his earliest publications made highly important contributions to the study of heraldry .",,0,He became Portcullis Pursuivant in 1931 and then served in the Army during World War II .,
1201,1322,Anthony_Wagner,He served as Garter Principal King of Arms before retiring to the post of Clarenceux King of Arms .,,0,"Even though he was blind when he was older , he still served at the College of Arms until he died in 1995 .",
1202,1323,Anthony_Wagner,He was one of the most prolific authors on subjects of the heraldry and genealogy of the 20th century .,,0,"Sir Anthony Richard Wagner ( 6 September , 1908-5 May 1995 ) was an officer of arms from England .",
1203,1324,Anthony_Wagner,He was one of the most prolific authors on subjects of the heraldry and genealogy of the 20th century .,,1,Wagner wrote many books about heraldry .,
1204,1325,Anthony_Wagner,He was one of the most prolific authors on subjects of the heraldry and genealogy of the 20th century .,,0,He became Portcullis Pursuivant in 1931 and then served in the Army during World War II .,
1205,1326,Anthony_Wagner,He was promoted to Richmond Herald of Arms in Ordinary in 1943 and Garter Principal King of Arms in 1961 .,,0,Wagner wrote many books about heraldry .,
1206,1327,Anthony_Wagner,He was promoted to Richmond Herald of Arms in Ordinary in 1943 and Garter Principal King of Arms in 1961 .,,0,He became Portcullis Pursuivant in 1931 and then served in the Army during World War II .,
1207,1328,Anthony_Wagner,He was promoted to Richmond Herald of Arms in Ordinary in 1943 and Garter Principal King of Arms in 1961 .,,1,He became Garter King of Arms in 1961 and served until 1978 .,
1208,1329,Anthony_Wagner,He was promoted to Richmond Herald of Arms in Ordinary in 1943 and Garter Principal King of Arms in 1961 .,,0,Wagner was made a knight in 1961 .,
1209,1330,Anthony_Wagner,"About 20.1 % of families and 22.8 % of the population were below the poverty line , including 35.2 % of those under age 18 and 16.2 % of those age 65 or over .",,0,"In 2002 , an investigation by 60 minutes showed Anniston was among the most toxic cities in the country .",
1210,1331,Anthony_Wagner,"About 20.1 % of families and 22.8 % of the population were below the poverty line , including 35.2 % of those under age 18 and 16.2 % of those age 65 or over .",,0,"The main source of local contamination was a Monsanto chemical factory , which was closed .",
1211,1332,Anthony_Wagner,"Sir Anthony Richard Wagner , KCB , KCVO , FSA ( 6 September 1908 - 5 May 1995 ) was a long-serving officer of arms at the College of Arms in London .",,1,"Sir Anthony Richard Wagner ( 6 September , 1908-5 May 1995 ) was an officer of arms from England .",
1212,1333,Anthony_Wagner,"Sir Anthony Richard Wagner , KCB , KCVO , FSA ( 6 September 1908 - 5 May 1995 ) was a long-serving officer of arms at the College of Arms in London .",,0,Wagner wrote many books about heraldry .,
1213,1334,Anthony_Wagner,Eventually he entered the College of Arms as Portcullis Pursuivant of Arms in Ordinary in 1931 .,,0,"Sir Anthony Richard Wagner ( 6 September , 1908-5 May 1995 ) was an officer of arms from England .",
1214,1335,Anthony_Wagner,Eventually he entered the College of Arms as Portcullis Pursuivant of Arms in Ordinary in 1931 .,,0,Wagner wrote many books about heraldry .,
1215,1336,Anthony_Wagner,Eventually he entered the College of Arms as Portcullis Pursuivant of Arms in Ordinary in 1931 .,,1,He became Portcullis Pursuivant in 1931 and then served in the Army during World War II .,
1216,1337,Anthony_Wagner,Eventually he entered the College of Arms as Portcullis Pursuivant of Arms in Ordinary in 1931 .,,0,He became Garter King of Arms in 1961 and served until 1978 .,
1217,1338,Ashley_Tisdale,"Her second studio album , Guilty Pleasure , was released in 2009 .",,0,Her first studio album was called Headstrong .,
1218,1339,Ashley_Tisdale,"Her second studio album , Guilty Pleasure , was released in 2009 .",,0,"Some of her songs are `` Be Good to Me '' , `` Headstrong '' , `` Not that Girl '' and `` Over It '' .",
1219,1340,Ashley_Tisdale,"Her second studio album , Guilty Pleasure , was released in 2009 .",,1,Her newest album is Guilty Pleasure .,
1220,1341,Ashley_Tisdale,"Her second studio album , Guilty Pleasure , was released in 2009 .",,0,"The songs on it include `` It 's Alright It 's Ok '' , `` Hot Mess '' , `` Hair '' and `` Crank it up '' .",
1221,1342,Ashley_Tisdale,"In 2004 , she was cast as the teenage candy-counter girl Maddie Fitzpatrick in the Disney Channel series The Suite Life of Zack & Cody , which premiered in March 2005 and ended in 2008 .",,0,"Ashley Tisdale ( born July 2 , 1985 , Monmouth County , New Jersey ) is an American actress and singer .",
1222,1343,Ashley_Tisdale,"In 2004 , she was cast as the teenage candy-counter girl Maddie Fitzpatrick in the Disney Channel series The Suite Life of Zack & Cody , which premiered in March 2005 and ended in 2008 .",,0,"She is known for co-starring in the movies High School Musical , High School Musical 2 and High School Musical 3 .",
1223,1344,Ashley_Tisdale,"In 2004 , she was cast as the teenage candy-counter girl Maddie Fitzpatrick in the Disney Channel series The Suite Life of Zack & Cody , which premiered in March 2005 and ended in 2008 .",,1,"She also played candy counter girl , Maddie Fitzpatrick , on the Disney Channel television series The Suite Life of Zack and Cody .",
1224,1345,Ashley_Tisdale,"In 2004 , she was cast as the teenage candy-counter girl Maddie Fitzpatrick in the Disney Channel series The Suite Life of Zack & Cody , which premiered in March 2005 and ended in 2008 .",,0,She began singing and acting at an early age .,
1225,1346,Ashley_Tisdale,"In 2004 , she was cast as the teenage candy-counter girl Maddie Fitzpatrick in the Disney Channel series The Suite Life of Zack & Cody , which premiered in March 2005 and ended in 2008 .",,0,She also lends her voice to the animated series Phineas and Ferb .,
1226,1347,Ashley_Tisdale,"In 2004 , she was cast as the teenage candy-counter girl Maddie Fitzpatrick in the Disney Channel series The Suite Life of Zack & Cody , which premiered in March 2005 and ended in 2008 .",,0,She has earned up to 2.5 million dollar due to the High School Musical movies .,
1227,1348,Ashley_Tisdale,"In 2004 , she was cast as the teenage candy-counter girl Maddie Fitzpatrick in the Disney Channel series The Suite Life of Zack & Cody , which premiered in March 2005 and ended in 2008 .",,1,Ashley worked on series Suite Life of Zack and Cody for three years .,
1228,1349,Ashley_Tisdale,"In 2004 , she was cast as the teenage candy-counter girl Maddie Fitzpatrick in the Disney Channel series The Suite Life of Zack & Cody , which premiered in March 2005 and ended in 2008 .",,0,She also did one episode of Suite Life On Deck .,
1229,1350,Ashley_Tisdale,"Her elder sister , Jennifer Tisdale , is an actress .",,0,Ashley worked on series Suite Life of Zack and Cody for three years .,
1230,1351,Ashley_Tisdale,"Her elder sister , Jennifer Tisdale , is an actress .",,0,She also did one episode of Suite Life On Deck .,
1231,1352,Ashley_Tisdale,"Her elder sister , Jennifer Tisdale , is an actress .",,1,Her sister Jennifer Tisdale is also an actor .,
1232,1353,Ashley_Tisdale,"Her elder sister , Jennifer Tisdale , is an actress .",,0,Her parents are Mike Tisdale and Lisa Tisdale .,
1233,1354,Ashley_Tisdale,"Also in 2007 , Tisdale was given the voice role of Candace Flynn , the series ' secondary antagonist , in Phineas and Ferb , which became television 's most-watched animated series among kids and tweens and had very positive reviews .",,0,Her original hair color is brown but she changed it for the series The Suite Life of Zack and Cody ( source ? ),
1234,1355,Ashley_Tisdale,"Also in 2007 , Tisdale was given the voice role of Candace Flynn , the series ' secondary antagonist , in Phineas and Ferb , which became television 's most-watched animated series among kids and tweens and had very positive reviews .",,0,.,
1235,1356,Ashley_Tisdale,"Also in 2007 , Tisdale was given the voice role of Candace Flynn , the series ' secondary antagonist , in Phineas and Ferb , which became television 's most-watched animated series among kids and tweens and had very positive reviews .",,1,She also lends her voice to the animated series Phineas and Ferb .,
1236,1357,Ashley_Tisdale,"Also in 2007 , Tisdale was given the voice role of Candace Flynn , the series ' secondary antagonist , in Phineas and Ferb , which became television 's most-watched animated series among kids and tweens and had very positive reviews .",,0,She has earned up to 2.5 million dollar due to the High School Musical movies .,
1237,1358,Ashley_Tisdale,"`` Be Good to Me '' was released as the album 's first single in the December 2006 and `` He Said She Said '' was released as the second , in September 2007 .",,0,She began singing and acting at an early age .,
1238,1359,Ashley_Tisdale,"`` Be Good to Me '' was released as the album 's first single in the December 2006 and `` He Said She Said '' was released as the second , in September 2007 .",,0,Her first studio album was called Headstrong .,
1239,1360,Ashley_Tisdale,"`` Be Good to Me '' was released as the album 's first single in the December 2006 and `` He Said She Said '' was released as the second , in September 2007 .",,1,"Some of her songs are `` Be Good to Me '' , `` Headstrong '' , `` Not that Girl '' and `` Over It '' .",
1240,1361,Ashley_Tisdale,"`` Be Good to Me '' was released as the album 's first single in the December 2006 and `` He Said She Said '' was released as the second , in September 2007 .",,0,Her newest album is Guilty Pleasure .,
1241,1362,Ashley_Tisdale,"In 2012 , she was cast in a leading role in Scary Movie 5 , the fourth sequel to the 2000 movie , set to premiere in 2013 .",,0,Her sister Jennifer Tisdale is also an actor .,
